FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,SHAPE_Length,SHAPE_Area
615,42,003,407001,2,420034070012,Block Group 2,G5030,S,7789539,0,+40.6581447,-079.8478439,0.137334842132937,0.00082945937800019
616,42,003,191500,1,420031915001,Block Group 1,G5030,S,528042,0,+40.4186565,-080.0109810,0.0593083498315282,5.60305955000077e-05
617,42,003,191600,1,420031916001,Block Group 1,G5030,S,1167490,0,+40.4220026,-080.0243311,0.051983442413632,0.000123888234500033
618,42,003,453003,2,420034530032,Block Group 2,G5030,S,3493365,0,+40.4353586,-080.1820330,0.136064577895934,0.000370771264000192
619,42,003,564000,2,420035640002,Block Group 2,G5030,S,16852870,0,+40.3964731,-080.2208966,0.204601381700855,0.00178767521349982
620,42,003,468700,1,420034687001,Block Group 1,G5030,S,1104448,0,+40.4166935,-080.0938483,0.0859097610677094,0.000117184350319894
621,42,003,401300,3,420034013003,Block Group 3,G5030,S,2078662,0,+40.6194295,-079.7434105,0.106144504901162,0.000221216550999896
622,42,003,477300,5,420034773005,Block Group 5,G5030,S,1761348,0,+40.3529070,-079.9833025,0.0582422877499121,0.000186717051000128
623,42,003,523400,6,420035234006,Block Group 6,G5030,S,800551,0,+40.4601946,-079.8276518,0.0486536667084503,8.49978104999651e-05
624,42,003,421200,4,420034212004,Block Group 4,G5030,S,3775901,0,+40.5267321,-079.9258549,0.0987799015234275,0.000401295121999964
625,42,003,563800,6,420035638006,Block Group 6,G5030,S,449005,0,+40.5125416,-080.0730874,0.0364545007216491,4.77096230000684e-05
626,42,003,980300,1,420039803001,Block Group 1,G5030,S,1294126,0,+40.4325503,-079.9057229,0.057115492144945,0.000137347344999989
627,42,003,413100,3,420034131003,Block Group 3,G5030,S,2816149,0,+40.6015185,-080.0438508,0.089163204213183,0.000299624379999906
628,42,003,499300,2,420034993002,Block Group 2,G5030,S,1483376,0,+40.3311097,-079.8830401,0.0752707579501163,0.000157199601500046
629,42,003,499400,1,420034994001,Block Group 1,G5030,S,1487146,206323,+40.3185685,-079.8809320,0.0730164161497036,0.000179431516000029
630,42,003,499400,2,420034994002,Block Group 2,G5030,S,202665,0,+40.3225424,-079.8895431,0.0221745500286517,2.14745184999857e-05
631,42,003,503002,1,420035030021,Block Group 1,G5030,S,1004448,0,+40.3570128,-079.8223379,0.0545222226849917,0.000106485650999934
632,42,003,503002,2,420035030022,Block Group 2,G5030,S,697179,0,+40.3488690,-079.8247178,0.0446145720267344,7.39022134999309e-05
633,42,003,503002,3,420035030023,Block Group 3,G5030,S,926888,0,+40.3360997,-079.8157122,0.0435620845682997,9.82333665000397e-05
634,42,003,503002,4,420035030024,Block Group 4,G5030,S,639849,0,+40.3456451,-079.8163017,0.0621317134351879,6.78222005001339e-05
635,42,003,504100,2,420035041002,Block Group 2,G5030,S,1834774,0,+40.3935994,-079.8262697,0.0677720813411446,0.0001946161134999
636,42,003,504100,3,420035041003,Block Group 3,G5030,S,569137,0,+40.3744152,-079.8174753,0.042005677976894,6.03521515000587e-05
637,42,003,509400,5,420035094005,Block Group 5,G5030,S,663288,0,+40.4063909,-079.8296448,0.0410045062031809,7.03685140000369e-05
638,42,003,510000,1,420035100001,Block Group 1,G5030,S,767750,0,+40.3967687,-079.8371934,0.0498878550838316,8.14396235000649e-05
639,42,003,512000,1,420035120001,Block Group 1,G5030,S,443720,0,+40.4009125,-079.8442000,0.0402529738602601,4.70704135000292e-05
640,42,003,512000,2,420035120002,Block Group 2,G5030,S,835674,0,+40.4068314,-079.8455934,0.0479203222057691,8.86576514999772e-05
641,42,003,512900,1,420035129001,Block Group 1,G5030,S,229465,0,+40.4090833,-079.8621652,0.023848753784936,2.43447760000398e-05
642,42,003,512900,2,420035129002,Block Group 2,G5030,S,259594,0,+40.4101443,-079.8670732,0.0309724355534251,2.75418550000117e-05
643,42,003,513800,1,420035138001,Block Group 1,G5030,S,276204,0,+40.4081190,-079.8692197,0.0238150379117136,2.93032514999046e-05
644,42,003,513800,2,420035138002,Block Group 2,G5030,S,499225,0,+40.4026285,-079.8670429,0.0436304009399079,5.29605434999453e-05
645,42,003,101400,2,420031014002,Block Group 2,G5030,S,115857,0,+40.4844952,-079.9284287,0.0145535544235665,1.23055050000292e-05
646,42,003,513800,3,420035138003,Block Group 3,G5030,S,683237,214450,+40.3995012,-079.8697057,0.0477872312149248,9.52264075001763e-05
647,42,003,514000,2,420035140002,Block Group 2,G5030,S,888136,172230,+40.4092087,-079.8818872,0.0451405214655499,0.000112502621499952
648,42,003,515100,1,420035151001,Block Group 1,G5030,S,509115,0,+40.4178523,-079.8748528,0.0405620233746669,5.40214974999578e-05
649,42,003,515100,2,420035151002,Block Group 2,G5030,S,407837,0,+40.4174746,-079.8816926,0.0469433923576687,4.3274566000047e-05
650,42,003,515100,3,420035151003,Block Group 3,G5030,S,174748,0,+40.4212662,-079.8820603,0.0255089859019275,1.85433304999898e-05
651,42,003,515200,2,420035152002,Block Group 2,G5030,S,227361,0,+40.4245159,-079.8824926,0.0214252455747677,2.41274209999732e-05
652,42,003,515300,1,420035153001,Block Group 1,G5030,S,234781,0,+40.4205567,-079.8886129,0.0264061772424026,2.49131870000096e-05
653,42,003,515300,2,420035153002,Block Group 2,G5030,S,632443,109167,+40.4187009,-079.8929741,0.0421574345599432,7.86902779999442e-05
654,42,003,516100,1,420035161001,Block Group 1,G5030,S,713470,0,+40.4309181,-079.8886054,0.0372458883874746,7.57198800000582e-05
655,42,003,516200,1,420035162001,Block Group 1,G5030,S,463292,0,+40.4332240,-079.8788493,0.0361072131762547,4.91702904999771e-05
656,42,003,516200,2,420035162002,Block Group 2,G5030,S,344725,0,+40.4294883,-079.8812530,0.0307967884701073,3.658421149994e-05
657,42,003,518001,3,420035180013,Block Group 3,G5030,S,969937,0,+40.4261604,-079.8538613,0.069326985608062,0.000102931193999983
658,42,003,520002,1,420035200021,Block Group 1,G5030,S,1205809,0,+40.4197803,-079.8297647,0.0785078514770195,0.0001279504039998
659,42,003,520002,3,420035200023,Block Group 3,G5030,S,455653,0,+40.4257548,-079.8402836,0.0413095104964073,4.83541795001183e-05
660,42,003,521100,1,420035211001,Block Group 1,G5030,S,1141180,0,+40.4566983,-079.7652525,0.0437981144487583,0.000121157774999965
661,42,003,521301,1,420035213011,Block Group 1,G5030,S,991174,0,+40.4373959,-079.7625456,0.0492331335789343,0.000105201944500019
662,42,003,521301,2,420035213012,Block Group 2,G5030,S,925578,0,+40.4284918,-079.7571490,0.0393083964557959,9.82271114999345e-05
663,42,003,523100,2,420035231002,Block Group 2,G5030,S,973599,0,+40.4694890,-079.8681660,0.0687974769010044,0.000103385404499716
664,42,003,523100,3,420035231003,Block Group 3,G5030,S,689376,0,+40.4624296,-079.8701931,0.0555190104873417,7.31964070001347e-05
665,42,003,523200,2,420035232002,Block Group 2,G5030,S,536970,0,+40.4606253,-079.8507872,0.03537009798848,5.70128649998979e-05
666,42,003,523200,3,420035232003,Block Group 3,G5030,S,717088,0,+40.4547654,-079.8492731,0.0425730198395664,7.61304075001721e-05
667,42,003,523200,4,420035232004,Block Group 4,G5030,S,314502,0,+40.4602105,-079.8604643,0.0305719734360696,3.33921574999909e-05
668,42,003,523300,1,420035233001,Block Group 1,G5030,S,705118,0,+40.4789616,-079.8268390,0.047826050798047,7.48860295000299e-05
669,42,003,523300,3,420035233003,Block Group 3,G5030,S,381617,0,+40.4685113,-079.8336999,0.0480224149268085,4.05227955000831e-05
670,42,003,523400,2,420035234002,Block Group 2,G5030,S,275213,0,+40.4567882,-079.8414933,0.0282350629642475,2.92190565000162e-05
671,42,003,523400,5,420035234005,Block Group 5,G5030,S,497757,0,+40.4629926,-079.8362714,0.0393018419624641,5.28510874999645e-05
672,42,003,523501,1,420035235011,Block Group 1,G5030,S,1890430,0,+40.4725150,-079.8038188,0.0610554540599958,0.000200751610999939
673,42,003,523501,2,420035235012,Block Group 2,G5030,S,1513587,0,+40.4771015,-079.8155494,0.0540700012118574,0.000160744074999956
674,42,003,523501,3,420035235013,Block Group 3,G5030,S,1181055,0,+40.4658115,-079.8146972,0.0557662431090936,0.000125408127500028
675,42,003,523600,1,420035236001,Block Group 1,G5030,S,2940340,0,+40.4474532,-079.8137987,0.0879710707286629,0.000312130489500031
676,42,003,451105,2,420034511052,Block Group 2,G5030,S,1458484,0,+40.5080257,-080.2297425,0.0692820673998916,0.000154962175499861
677,42,003,523701,3,420035237013,Block Group 3,G5030,S,1047054,0,+40.4963563,-079.8133050,0.0520179610956474,0.000111229225500106
678,42,003,523701,4,420035237014,Block Group 4,G5030,S,767165,0,+40.5014849,-079.8312951,0.0633670810119193,8.1502803500075e-05
679,42,003,523702,2,420035237022,Block Group 2,G5030,S,1925608,0,+40.4836911,-079.7877474,0.0689552734688152,0.000204520726999953
680,42,003,523702,3,420035237023,Block Group 3,G5030,S,1460553,0,+40.4842438,-079.8012929,0.0800248183302219,0.000155128146000045
681,42,003,523800,1,420035238001,Block Group 1,G5030,S,961215,0,+40.4914222,-079.8314994,0.0606037621427023,0.000102103175499999
682,42,003,523800,2,420035238002,Block Group 2,G5030,S,810827,0,+40.4849106,-079.8285930,0.0527732397613058,8.61201720000242e-05
683,42,003,523800,3,420035238003,Block Group 3,G5030,S,445761,0,+40.4812649,-079.8381036,0.0433896934730821,4.73431399999629e-05
684,42,003,524000,1,420035240001,Block Group 1,G5030,S,212643,0,+40.5056146,-079.8393833,0.0284201523751606,2.25923159999256e-05
685,42,003,525100,1,420035251001,Block Group 1,G5030,S,1361335,0,+40.5171973,-079.8292453,0.0656577812923767,0.000144659810500042
686,42,003,525200,1,420035252001,Block Group 1,G5030,S,591350,107605,+40.5199107,-079.8463010,0.0364318128456367,7.42757375000931e-05
687,42,003,525200,2,420035252002,Block Group 2,G5030,S,535339,165418,+40.5129799,-079.8457858,0.0400581998324851,7.4460494000002e-05
688,42,003,564000,1,420035640001,Block Group 1,G5030,S,25384576,0,+40.4246345,-080.2533575,0.256146074932306,0.00269378874500036
689,42,003,453003,1,420034530031,Block Group 1,G5030,S,12070990,0,+40.4230337,-080.1947070,0.209130132141792,0.00128093241749974
690,42,003,525300,1,420035253001,Block Group 1,G5030,S,701108,128323,+40.5267845,-079.8365140,0.0482915233518656,8.81513315000003e-05
691,42,003,526202,1,420035262021,Block Group 1,G5030,S,1322191,0,+40.4808537,-079.7705094,0.0641271488751353,0.000140425283999922
692,42,003,526202,3,420035262023,Block Group 3,G5030,S,624279,0,+40.4838770,-079.7790344,0.0511063771862023,6.63053229999938e-05
693,42,003,526301,1,420035263011,Block Group 1,G5030,S,1371613,0,+40.4827279,-079.7078978,0.0465589595697047,0.000145678198999923
694,42,003,526302,2,420035263022,Block Group 2,G5030,S,603671,0,+40.4687194,-079.7168909,0.0424648042420801,6.41022250000692e-05
695,42,003,526302,3,420035263023,Block Group 3,G5030,S,1162844,0,+40.4527437,-079.7075283,0.0560273506750813,0.000123450631999927
696,42,003,526302,4,420035263024,Block Group 4,G5030,S,929393,0,+40.4590064,-079.7129289,0.0591289553938943,9.86759400000298e-05
697,42,003,550900,1,420035509001,Block Group 1,G5030,S,548762,0,+40.3490577,-079.8482209,0.0344054942301763,5.81700374999459e-05
698,42,003,550900,2,420035509002,Block Group 2,G5030,S,440918,0,+40.3476708,-079.8563295,0.0351287940131816,4.67373980000766e-05
699,42,003,551200,1,420035512001,Block Group 1,G5030,S,398260,0,+40.3511222,-079.8397652,0.0339023119976271,4.22176300000566e-05
700,42,003,551200,2,420035512002,Block Group 2,G5030,S,528490,0,+40.3532238,-079.8307284,0.0338683679726416,5.60244614999425e-05
701,42,003,551200,3,420035512003,Block Group 3,G5030,S,381263,0,+40.3474804,-079.8380374,0.0343733947626472,4.04138369999353e-05
702,42,003,551300,1,420035513001,Block Group 1,G5030,S,1126597,0,+40.3420565,-079.8280836,0.0620031934196431,0.000119409441000116
703,42,003,551900,1,420035519001,Block Group 1,G5030,S,701783,131679,+40.3566216,-079.8388998,0.0510409709717446,8.83595554998988e-05
704,42,003,551900,2,420035519002,Block Group 2,G5030,S,1108718,268611,+40.3542587,-079.8612109,0.0669240992308069,0.000146008874999977
705,42,003,552000,2,420035520002,Block Group 2,G5030,S,149168,0,+40.3404053,-079.8432733,0.0182990731275043,1.58104089999884e-05
706,42,003,552000,3,420035520003,Block Group 3,G5030,S,119402,0,+40.3436203,-079.8388822,0.0146688932045674,1.2656044499972e-05
707,42,003,552000,4,420035520004,Block Group 4,G5030,S,225696,0,+40.3398127,-079.8386693,0.0275953142285684,2.3920818499977e-05
708,42,003,552100,1,420035521001,Block Group 1,G5030,S,431489,0,+40.3463710,-079.8625198,0.0408081321519609,4.5736490499986e-05
709,42,003,552100,2,420035521002,Block Group 2,G5030,S,261090,86245,+40.3438707,-079.8652108,0.0331195400326184,3.68153219999894e-05
710,42,003,552200,1,420035522001,Block Group 1,G5030,S,804397,235833,+40.3494610,-079.8760891,0.0457233434164112,0.000110265915499983
711,42,003,426300,2,420034263002,Block Group 2,G5030,S,1665659,0,+40.5380567,-079.9783878,0.0637648381582698,0.000177052336999893
712,42,003,488600,2,420034886002,Block Group 2,G5030,S,2002261,0,+40.3441640,-079.9090425,0.0833890764422539,0.000212228472500041
713,42,003,451101,1,420034511011,Block Group 1,G5030,S,5267764,479532,+40.5406846,-080.2274091,0.195139578803038,0.000610934132999597
714,42,003,191800,3,420031918003,Block Group 3,G5030,S,190086,0,+40.3895301,-080.0171435,0.0239557313240441,2.01609835000117e-05
715,42,003,563000,2,420035630002,Block Group 2,G5030,S,574772,0,+40.4597668,-080.0778300,0.0342056322108509,6.10257110000159e-05
716,42,003,270400,1,420032704001,Block Group 1,G5030,S,396816,0,+40.4653995,-080.0285113,0.0293926458076101,4.21349975000291e-05
717,42,003,202200,3,420032022003,Block Group 3,G5030,S,174658,0,+40.4580322,-080.0647449,0.0222152181370905,1.85435529999996e-05
718,42,003,490002,4,420034900024,Block Group 4,G5030,S,1097796,0,+40.2843176,-080.0067429,0.0521869522929966,0.000116258858499967
719,42,003,490002,5,420034900025,Block Group 5,G5030,S,473896,0,+40.2869247,-080.0247430,0.0429676207261451,5.01886484998151e-05
720,42,003,281400,2,420032814002,Block Group 2,G5030,S,980860,0,+40.4462505,-080.0501942,0.0489065123616137,0.000104120754499973
721,42,003,489001,2,420034890012,Block Group 2,G5030,S,1507497,0,+40.3307935,-079.9471728,0.0876636967547106,0.000159754611499986
722,42,003,489001,3,420034890013,Block Group 3,G5030,S,1870418,0,+40.3262670,-079.9516844,0.0724916098494926,0.000198202398499986
723,42,003,490003,2,420034900032,Block Group 2,G5030,S,1797037,0,+40.3283036,-079.9920760,0.0923612316393949,0.000190431383999888
724,42,003,490003,3,420034900033,Block Group 3,G5030,S,1218860,0,+40.3193206,-079.9881465,0.0480805819195596,0.000129145661500013
725,42,003,492700,3,420034927003,Block Group 3,G5030,S,404463,0,+40.3112847,-079.8962869,0.0382027089734115,4.28503314999671e-05
726,42,003,492800,1,420034928001,Block Group 1,G5030,S,759638,0,+40.2947078,-079.8858565,0.050123213984003,8.04588205000029e-05
727,42,003,492800,2,420034928002,Block Group 2,G5030,S,882571,0,+40.2896992,-079.8803642,0.0520417802892637,9.34730470001209e-05
728,42,003,492900,1,420034929001,Block Group 1,G5030,S,1263886,0,+40.2848768,-079.8959638,0.0772463369430275,0.000133855003500073
729,42,003,494000,1,420034940001,Block Group 1,G5030,S,886861,186785,+40.2715536,-079.8871529,0.0557819707710449,0.000113679358000112
730,42,003,496200,1,420034962001,Block Group 1,G5030,S,3465468,0,+40.3004977,-079.8230479,0.113390376854689,0.00036708617699988
731,42,003,496200,2,420034962002,Block Group 2,G5030,S,1393636,0,+40.2906916,-079.8194016,0.0529786270051052,0.000147602359499911
732,42,003,496200,5,420034962005,Block Group 5,G5030,S,1254327,0,+40.3144504,-079.8029954,0.0601027375216199,0.000132894073000052
733,42,003,498000,1,420034980001,Block Group 1,G5030,S,1244901,146233,+40.3238606,-079.8499332,0.082982339631204,0.000147409033500201
734,42,003,500300,1,420035003001,Block Group 1,G5030,S,993535,99853,+40.3390840,-079.8669619,0.0674766898918344,0.000115887728000015
735,42,003,500300,2,420035003002,Block Group 2,G5030,S,653310,0,+40.3364150,-079.8793309,0.0487672064314311,6.92392485000688e-05
736,42,003,500300,3,420035003003,Block Group 3,G5030,S,901833,0,+40.3322816,-079.8695549,0.0695184526518556,9.5572539500141e-05
737,42,003,500300,4,420035003004,Block Group 4,G5030,S,393458,0,+40.3382749,-079.8731167,0.028253326962084,4.17007034999063e-05
738,42,003,501000,1,420035010001,Block Group 1,G5030,S,1258267,131999,+40.3181711,-079.8308089,0.0548982344583612,0.000147303837500019
739,42,003,504100,1,420035041001,Block Group 1,G5030,S,1150663,0,+40.3909720,-079.8173974,0.0617662126600798,0.000122047062499867
740,42,003,507000,1,420035070001,Block Group 1,G5030,S,566817,0,+40.3874447,-079.8041550,0.0441584878269834,6.01171914998101e-05
741,42,003,507000,2,420035070002,Block Group 2,G5030,S,507007,0,+40.3818756,-079.8110591,0.0425360890209193,5.37691714999451e-05
742,42,003,508000,1,420035080001,Block Group 1,G5030,S,551257,0,+40.3970515,-079.8103408,0.046932897183841,5.84752429999462e-05
743,42,003,509400,1,420035094001,Block Group 1,G5030,S,611702,0,+40.4126820,-079.8204888,0.0455817258725927,6.49020664999993e-05
744,42,003,509400,2,420035094002,Block Group 2,G5030,S,398211,0,+40.4128634,-079.8138680,0.0303186772318859,4.22504595000864e-05
745,42,003,509400,3,420035094003,Block Group 3,G5030,S,190271,0,+40.4074380,-079.8167099,0.0361990794913615,2.01863059999046e-05
746,42,003,509400,4,420035094004,Block Group 4,G5030,S,646923,0,+40.4046253,-079.8200725,0.056258960228166,6.863082850018e-05
747,42,003,562700,2,420035627002,Block Group 2,G5030,S,535956,5234,+40.4515765,-080.0053403,0.0347913175787721,5.74541639999089e-05
748,42,003,040200,1,420030402001,Block Group 1,G5030,S,322040,0,+40.4381815,-079.9683880,0.0387755839630455,3.41820295000498e-05
749,42,003,981200,1,420039812001,Block Group 1,G5030,S,460275,156913,+40.4464628,-080.0119581,0.0389483939953667,6.5516929000094e-05
750,42,003,515200,1,420035152001,Block Group 1,G5030,S,319124,0,+40.4251975,-079.8775193,0.0300765581059971,3.38655045000032e-05
751,42,003,517000,2,420035170002,Block Group 2,G5030,S,1678131,20299,+40.4145909,-079.8612714,0.0629224182728661,0.00018021084850004
752,42,003,519000,1,420035190001,Block Group 1,G5030,S,2291868,0,+40.4359079,-079.8336631,0.099428627774333,0.000243250843500054
753,42,003,519000,2,420035190002,Block Group 2,G5030,S,2132433,0,+40.4376386,-079.8498779,0.081714907030919,0.000226334937999931
754,42,003,521302,1,420035213021,Block Group 1,G5030,S,1057243,0,+40.4306060,-079.7698056,0.0485173271619779,0.000112203543000079
755,42,003,521401,2,420035214012,Block Group 2,G5030,S,2001165,0,+40.4229621,-079.7162092,0.0760849682401869,0.000212356594999865
756,42,003,521500,3,420035215003,Block Group 3,G5030,S,1413937,0,+40.4467223,-079.7582013,0.0551766489251537,0.000150094469000075
757,42,003,522000,3,420035220003,Block Group 3,G5030,S,732890,0,+40.4111554,-079.7767352,0.0821331038078208,7.77585465001506e-05
758,42,003,424000,2,420034240002,Block Group 2,G5030,S,532927,575884,+40.4932427,-079.9215474,0.100086028621404,0.000117781917000182
759,42,003,424000,3,420034240003,Block Group 3,G5030,S,293606,0,+40.4946637,-079.9334669,0.0546313615026419,3.11888089999549e-05
760,42,003,472100,1,420034721001,Block Group 1,G5030,S,325531,0,+40.3982771,-080.0342336,0.0296907646895284,3.45317609999209e-05
761,42,003,561400,4,420035614004,Block Group 4,G5030,S,420852,0,+40.4457304,-079.8639700,0.0414555591366108,4.46742819999922e-05
762,42,003,563900,4,420035639004,Block Group 4,G5030,S,517694,0,+40.4260632,-079.8480970,0.0369867457815922,5.49385139999857e-05
763,42,003,478200,2,420034782002,Block Group 2,G5030,S,1242332,0,+40.3738367,-079.9693510,0.0513164776829345,0.000131737131499961
764,42,003,484600,1,420034846001,Block Group 1,G5030,S,222412,0,+40.3982372,-079.9040461,0.0267210733951216,2.35927259999988e-05
765,42,003,563800,4,420035638004,Block Group 4,G5030,S,446769,158671,+40.5261424,-080.1547056,0.0471272899420631,6.43452619999401e-05
766,42,003,170200,4,420031702004,Block Group 4,G5030,S,185601,0,+40.4269824,-079.9793259,0.0186591642737292,1.96966909999865e-05
767,42,003,453004,3,420034530043,Block Group 3,G5030,S,4179663,0,+40.4488333,-080.1901884,0.111141567836632,0.000443699208499955
768,42,003,563900,3,420035639003,Block Group 3,G5030,S,221122,0,+40.4200274,-079.8459672,0.0231563271561103,2.34634254999765e-05
769,42,003,469000,3,420034690003,Block Group 3,G5030,S,2718087,0,+40.4216865,-080.0550895,0.103835540928507,0.000288431306999964
770,42,003,290400,4,420032904004,Block Group 4,G5030,S,369959,0,+40.3909811,-079.9764177,0.0369839549816462,3.92400179999639e-05
771,42,003,488600,3,420034886003,Block Group 3,G5030,S,6989466,226531,+40.3317962,-079.9056932,0.189233857551745,0.000764740334500197
772,42,003,564400,4,420035644004,Block Group 4,G5030,S,6266542,0,+40.3818427,-079.7854828,0.2212575826351,0.000664583512000299
773,42,003,521302,4,420035213024,Block Group 4,G5030,S,3010691,8164,+40.4057719,-079.7917526,0.0892147806877134,0.00032025665400008
774,42,003,563900,1,420035639001,Block Group 1,G5030,S,412066,0,+40.4101186,-079.8386144,0.0267057777724853,4.37186654999177e-05
775,42,003,562400,5,420035624005,Block Group 5,G5030,S,138709,0,+40.4197360,-079.9991617,0.0189030091641614,1.47183615000047e-05
776,42,003,010300,3,420030103003,Block Group 3,G5030,S,168360,0,+40.4368931,-079.9837605,0.0203486877483442,1.78692869999907e-05
777,42,003,980100,1,420039801001,Block Group 1,G5030,S,1473395,253872,+40.4798795,-079.9165548,0.0855134689666978,0.000183448193499958
778,42,003,090100,2,420030901002,Block Group 2,G5030,S,305442,116905,+40.4747040,-079.9638454,0.0309133030414915,4.48518395000211e-05
779,42,003,564500,1,420035645001,Block Group 1,G5030,S,9244306,0,+40.2769242,-079.9321676,0.193760304301848,0.000978884229999924
780,42,003,564500,2,420035645002,Block Group 2,G5030,S,6612514,429248,+40.2665277,-079.9132887,0.18148316763115,0.000745564630500075
781,42,003,497000,1,420034970001,Block Group 1,G5030,S,12427320,546531,+40.2914072,-079.8599194,0.205283101398453,0.00137425913299984
782,42,003,496200,3,420034962003,Block Group 3,G5030,S,6793129,639757,+40.2878476,-079.7872917,0.262915191274184,0.000787266434999647
783,42,003,300100,6,420033001006,Block Group 6,G5030,S,121530,0,+40.4088504,-079.9939368,0.0156734025601455,1.28936590000127e-05
784,42,003,421200,2,420034212002,Block Group 2,G5030,S,2092862,0,+40.5040380,-079.9141967,0.0946531441246728,0.00022235116350008
785,42,003,564400,2,420035644002,Block Group 2,G5030,S,1419948,0,+40.3659845,-079.8010950,0.058737738888846,0.000150554461499797
786,42,003,561600,2,420035616002,Block Group 2,G5030,S,866500,0,+40.4138163,-079.9632742,0.0745418635041733,9.19381559999846e-05
787,42,003,561700,1,420035617001,Block Group 1,G5030,S,804373,0,+40.4088026,-079.9722163,0.0417555930078695,8.53396969999652e-05
788,42,003,561700,2,420035617002,Block Group 2,G5030,S,268306,0,+40.4108740,-079.9793742,0.0223760944690937,2.84667665000403e-05
789,42,003,561600,3,420035616003,Block Group 3,G5030,S,208680,0,+40.4161360,-079.9788445,0.0223679379888324,2.2142236999932e-05
790,42,003,499400,3,420034994003,Block Group 3,G5030,S,347075,0,+40.3269132,-079.8915850,0.0307136909033923,3.67790439999438e-05
791,42,003,562300,1,420035623001,Block Group 1,G5030,S,216489,0,+40.4022512,-079.9398353,0.0240128848976983,2.29659355000393e-05
792,42,003,151700,5,420031517005,Block Group 5,G5030,S,160093,0,+40.4213387,-079.9316081,0.0171091809137487,1.6988187000018e-05
793,42,003,564400,1,420035644001,Block Group 1,G5030,S,1909146,0,+40.3648530,-079.7860221,0.0616579057823113,0.000202420585500014
794,42,003,488400,2,420034884002,Block Group 2,G5030,S,495032,0,+40.3642686,-079.8609864,0.0413004545296419,5.24858104999581e-05
795,42,003,488400,3,420034884003,Block Group 3,G5030,S,149129,0,+40.3614925,-079.8597143,0.0225863014461959,1.58107809999275e-05
796,42,003,488500,1,420034885001,Block Group 1,G5030,S,1640691,0,+40.3642429,-079.9212905,0.0718679140054622,0.00017395514799991
797,42,003,563100,1,420035631001,Block Group 1,G5030,S,908982,0,+40.4338079,-080.0441065,0.0445086951132748,9.64734044999986e-05
798,42,003,563000,3,420035630003,Block Group 3,G5030,S,503953,0,+40.4521612,-080.0721841,0.0463418619568485,5.35003650000539e-05
799,42,003,300100,5,420033001005,Block Group 5,G5030,S,121960,0,+40.4109356,-079.9931743,0.0184785619961597,1.29396719999901e-05
800,42,003,562400,4,420035624004,Block Group 4,G5030,S,303369,0,+40.4187712,-080.0050308,0.0259543017656961,3.21904620000125e-05
801,42,003,562400,3,420035624003,Block Group 3,G5030,S,123340,0,+40.4166387,-080.0015437,0.0203760024356173,1.30871675000307e-05
802,42,003,476200,3,420034762003,Block Group 3,G5030,S,543441,0,+40.3606121,-080.0235373,0.0386419260440947,5.76157185000475e-05
803,42,003,563100,2,420035631002,Block Group 2,G5030,S,880124,0,+40.4320100,-080.0530374,0.0465925428290068,9.34081514999713e-05
804,42,003,475200,1,420034752001,Block Group 1,G5030,S,824746,0,+40.3186890,-080.0602752,0.051091578602396,8.73859460000413e-05
805,42,003,564400,5,420035644005,Block Group 5,G5030,S,582957,0,+40.3748966,-079.8111475,0.0365423773253639,6.18179790000359e-05
806,42,003,980800,1,420039808001,Block Group 1,G5030,S,351287,163997,+40.4342391,-079.9687916,0.0397494823215123,5.4688110500028e-05
807,42,003,472200,2,420034722002,Block Group 2,G5030,S,128400,0,+40.3915165,-080.0414875,0.0147465333093787,1.36189450000174e-05
808,42,003,473100,2,420034731002,Block Group 2,G5030,S,299947,0,+40.3915621,-080.0531387,0.0305419210688122,3.18144870000701e-05
809,42,003,564400,6,420035644006,Block Group 6,G5030,S,1133503,0,+40.3915947,-079.7858564,0.0795470411848281,0.000120227868499795
810,42,003,488200,1,420034882001,Block Group 1,G5030,S,1498426,281625,+40.3935498,-079.8723388,0.0789142298520726,0.000188810609500156
811,42,003,552300,2,420035523002,Block Group 2,G5030,S,262759,0,+40.3402543,-079.8546669,0.0313643639480447,2.78495849999406e-05
812,42,003,562600,3,420035626003,Block Group 3,G5030,S,749541,187348,+40.4499095,-080.0386309,0.0554665866880052,9.94565215000188e-05
813,42,003,191500,2,420031915002,Block Group 2,G5030,S,274568,0,+40.4231253,-080.0088765,0.0295543622536382,2.91366735000285e-05
814,42,003,191400,2,420031914002,Block Group 2,G5030,S,565035,0,+40.4260261,-080.0142054,0.0362999335001691,5.99623395000465e-05
815,42,003,980900,1,420039809001,Block Group 1,G5030,S,1463996,854869,+40.4716746,-080.0433505,0.0765822072554943,0.000246227796499978
816,42,003,562500,2,420035625002,Block Group 2,G5030,S,471699,0,+40.4561318,-080.0477532,0.0405992995561324,5.00797625000363e-05
817,42,003,475102,1,420034751021,Block Group 1,G5030,S,1826615,0,+40.3370364,-080.0361384,0.060256541853822,0.000193590846500041
818,42,003,475301,4,420034753014,Block Group 4,G5030,S,698546,0,+40.3265036,-080.0342796,0.0481201277768019,7.40228274999069e-05
819,42,003,191100,1,420031911001,Block Group 1,G5030,S,719440,0,+40.4314481,-080.0231178,0.0417185119467648,7.63539404999342e-05
